"","pos","freq.Ts","freq.Ts2"
"1",269,0.00286431568128591,0
"2",270,0.00304124691123361,0.00158982511923688
"3",271,0.00226439508302782,0
"4",272,0.013924946896389,0
"5",273,0.0050935186521766,0.00317965023847377
"6",274,0.0039648122909181,0.00158982511923688
"7",275,0.00196119780683256,0
"8",276,0.00183300676316288,0
"9",277,0.000526393363232476,0
"10",278,0.00170504778343788,0.00158982511923688
"11",279,0.000925380667956591,0
"12",280,0.00197454102424064,0
"13",281,0.00170039465950122,0
"14",282,0.00296000839718694,0.00158982511923688
"15",283,0.00117652002184966,0
"16",284,0.00201612903225806,0
"17",285,0.00197160056211591,0
"18",286,0.00227857098062169,0.00158982511923688
"19",287,0.00072745411842953,0
"20",288,0.00134877158034529,0
"21",289,0.00182572614107884,0
"22",290,0.000725554012313688,0
"23",291,0.00159509456632072,0
"24",292,0.00128255518090234,0
"25",293,0.0015287676892883,0
"26",294,0.00105371900826446,0
"27",295,0.00206155812563135,0.00158982511923688
"28",296,0.00170992995467656,0
"29",297,0.00214115128057317,0.00158982511923688
"30",298,0.00090473546768655,0
"31",299,0.000781201817322122,0
"32",300,0.000862476127892889,0
"33",301,0.00190945488142901,0
"34",302,0.000738855594778754,0
"35",303,0.00256294595259575,0
"36",304,0.000819890544612294,0
"37",305,0.00130991853944083,0
"38",306,0.0017813632547759,0.00158982511923688
"39",307,0.0026364193746168,0.00158982511923688
"40",308,0.00244543620468301,0
"41",309,0.00264803536145683,0.00158982511923688
"42",310,0.002805619370972,0
"43",311,0.00199182943436109,0
"44",312,0.00205276208284216,0.00476947535771065
"45",313,0.00233147491130259,0
"46",314,0.000951590370715312,0
"47",315,0.000626781778847126,0
"48",316,0.000949686805415235,0
"49",317,0.000685124733002861,0
"50",318,0.00138958815829222,0
"51",319,0.00169129786977006,0
"52",320,0.00112612612612613,0
"53",321,0.00189058728881738,0.00158982511923688
"54",322,0.0022906285163157,0
"55",323,0.000984786060252829,0
"56",324,0.00182529335071708,0.00158982511923688
"57",325,0.00236657908986984,0
"58",326,0.00158389638510736,0
"59",327,0.00162191385835286,0.00158982511923688
"60",328,0.00188135457529421,0
"61",329,0.000780046802808169,0.00158982511923688
"62",330,0.00171708096236398,0.00317965023847377
"63",331,0.00147627977496708,0
"64",332,0.00217196373418352,0
"65",333,0.000876005415306204,0.00158982511923688
"66",334,0.00174786978370111,0
"67",335,0.00136866743364938,0
"68",336,0.00303048309465803,0
"69",337,0.00203821656050955,0
"70",338,0.00113692051357444,0
"71",339,0.00150679034088685,0
"72",340,0.00239481318510154,0
"73",341,0.00198660018697414,0
"74",342,0.00109051254089422,0.00158982511923688
"75",343,0.00111052662341458,0
"76",344,0.00175346308960196,0
"77",345,0.00120900120900121,0
"78",346,0.00200752333989514,0
"79",347,0.000740784061446088,0
"80",348,0.00237335615905377,0.00158982511923688
"81",349,0.000700879993769956,0
"82",350,0.00194696468206067,0
"83",351,0.00280876960287119,0
"84",352,0.00187419468197259,0
"85",353,0.000353954457859755,0
"86",354,0.00267890558827585,0.00158982511923688
"87",355,0.000923713327576859,0
"88",356,0.00164953430830199,0
"89",357,0.16766812083299,0.1939586645469
"90",358,0.00219626839631355,0
"91",359,0.169332813109637,0.190779014308426
"92",360,0.00268327154298355,0
"93",361,0.000943241469816273,0
"94",362,0.00160128102481986,0
"95",363,0.00103046040971106,0
"96",364,0.000888999152349645,0.00158982511923688
"97",365,0.000683711100982058,0
"98",366,0.00216023097854309,0
"99",367,0.00201583574055986,0
"100",368,0.00114753072252707,0
"101",369,0.00125530891060108,0.00158982511923688
"102",370,0.00171634293369056,0.00158982511923688
"103",371,0.000753658383402768,0
"104",372,0.00236738456381463,0.00158982511923688
"105",373,0.00134425540852762,0.00158982511923688
"106",374,0.000988786737634906,0
"107",375,0.00143169951153781,0.00158982511923688
"108",376,0.00299495918840824,0
"109",377,0.00239630163711935,0
"110",378,0.00151231149356735,0
"111",379,0.00295769214282652,0
"112",380,0.172470798077132,0.197138314785374
"113",381,0.00106798020967285,0.00158982511923688
"114",382,0.0288598081838638,0.00317965023847377
"115",383,0.000476334820075347,0.00317965023847377
"116",384,0.000671417123302506,0
"117",385,0.00303233771578332,0.00158982511923688
"118",386,0.000260994388620645,0
"119",387,0.000809026107491144,0
"120",388,0.000944307800421644,0
